doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-007476	oewn-02611849-a	a	aciculate	related to plants or animals or crystals having aciculae or needlelike parts	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	pertainym referent oewn-09209933-n (acicula) has class http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007477	oewn-02611981-a	a	acidimetric	involving or related to acidimetry	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-00649162-n (acidimetry) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007478	oewn-02612091-a	a	acidotic	having or being characterized by acidosis	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14043071-n (acidosis) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007479	oewn-02612357-a	a	acinar	pertaining to one of the small sacs (as in a compound gland)	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05524017-n (acinus) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007480	oewn-02612205-a	a	acinar	pertaining to the individual parts making up an aggregate fruit like a blackberry	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-13158932-n (acinus) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007481	oewn-02612607-a	a	acneiform	resembling acne	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14245594-n (acne) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007482	oewn-02879771-a	a	acoustic	of or relating to the science of acoustics	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06104381-n (acoustics) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007483	oewn-03151888-a	a	acrocentric	having a subterminal centromere	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05451900-n (centromere) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007484	oewn-02612851-a	a	acrogenic	pertaining to flowerless plants (ferns or mosses) in which growth occurs only at the tip of the main stem	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organism	pertainym referent oewn-11556820-n (acrogen) has class dul:Organism	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007485	oewn-02870430-a	a	acronymic	characterized by the use of acronyms	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Relation	pertainym referent oewn-07106330-n (acronym) has class dul:Relation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007486	oewn-02613061-a	a	actinometric	of or related to actinometry	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-00999979-n (actinometry) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007487	oewn-02613201-a	a	actinomycetal	of or belonging to the actinomycetes	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organism	pertainym referent oewn-01377845-n (actinomycete) has class dul:Organism	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007488	oewn-02613368-a	a	actinomycotic	of or related to actinomycosis infection	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14277584-n (actinomycosis) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007489	oewn-02950879-a	a	actuarial	of or relating to the work of an actuary	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-10672393-n (statistician) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007490	oewn-02613486-a	a	aculeate	having or resembling a stinger or barb	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-01903732-n (aculeus) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007491	oewn-02613652-a	a	adactylous	without fingers and/or toes	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14176285-n (adactylia) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007492	oewn-02613736-a	a	adamantine	consisting of or having the hardness of adamant	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14858733-n (diamond) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007493	oewn-02613840-a	a	adenocarcinomatous	of or pertaining to adenocarcinoma	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14270192-n (adenocarcinoma) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007494	oewn-02613957-a	a	adenoid	relating to or resembling lymphatic glands or lymphoid tissue	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05536919-n (pharyngeal tonsil) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007495	oewn-02614090-a	a	adenoidal	of or pertaining to the adenoids	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05536919-n (pharyngeal tonsil) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007496	oewn-02614196-a	a	adient	characterized by acceptance or approach	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Event	pertainym referent oewn-09203688-n (adience) has class dul:Event	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007497	oewn-02947357-a	a	adjectival	of or relating to or functioning as an adjective	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:Taxon	pertainym referent oewn-06330022-n (adjective) has class coll:Taxon	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007498	oewn-02614343-a	a	adjudicative	concerned with adjudicating	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-00876135-n (adjudication) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007499	oewn-02915381-a	a	administrative	of or relating to or responsible for administration	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Collective	pertainym referent oewn-08181484-n (administration) has class dul:Collective	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007500	oewn-02614534-a	a	adnexal	of or pertaining to adnexa	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05228942-n (adnexa) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007501	oewn-02612678-a	a	adolescent	relating to or peculiar to or suggestive of an adolescent	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:TimeInterval	pertainym referent oewn-15172810-n (adolescence) has class dul:TimeInterval	2	C5_pertainym_vs_referent	phase4_A2_pertainym_default	8.0	0		
D-007502	oewn-02614760-a	a	adrenal	of or pertaining to the adrenal glands or their secretions	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05338719-n (adrenal gland) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007503	oewn-02614890-a	a	adrenal	near the kidneys	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05340350-n (kidney) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007504	oewn-02614960-a	a	adrenergic	relating to epinephrine (its release or action)	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-05415731-n (epinephrine) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007505	oewn-02616487-a	a	adrenocortical	of or derived from the cortex of the adrenal glands	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05498635-n (adrenal cortex) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007506	oewn-02616599-a	a	advective	of or relating to advection	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Process	pertainym referent oewn-13449162-n (advection) has class dul:Process	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007507	oewn-02616700-a	a	adventitial	of or pertaining to the adventitia	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05614388-n (tunic) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007508	oewn-02947572-a	a	adverbial	of or relating to or functioning as an adverb	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:Taxon	pertainym referent oewn-06330150-n (adverb) has class coll:Taxon	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007509	oewn-02616919-a	a	aecial	of or belonging to an aecium	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-13084274-n (aecium) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007510	oewn-02731048-a	a	eonian	of or relating to a geological eon (longer than an era)	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:TimeInterval	pertainym referent oewn-15268541-n (eon) has class dul:TimeInterval	2	C5_pertainym_vs_referent	phase4_A2_pertainym_default	8.0	0		
D-007511	oewn-02617179-a	a	aeriferous	conveying air; as the bronchial tubes	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Substance	pertainym referent oewn-14865437-n (air) has class dul:Substance	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007512	oewn-02991667-a	a	aerodynamic	of or relating to aerodynamics	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06123958-n (aeromechanics) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007513	oewn-02617377-a	a	aerolitic	of or pertaining to certain stony meteorites	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:PhysicalObject	pertainym referent oewn-09212186-n (aerolite) has class dul:PhysicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007514	oewn-02617273-a	a	aerological	of or pertaining to aerology	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06128833-n (aerology) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007515	oewn-02617495-a	a	aeromechanic	of or pertaining to aerodynamics	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06123958-n (aeromechanics) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007516	oewn-02617604-a	a	aeromedical	of or relating to aviation medicine	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06055568-n (aeromedicine) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007517	oewn-02617715-a	a	aeronautical	of or pertaining to aeronautics	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06106520-n (aeronautics) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007518	oewn-03018546-a	a	aerophilatelic	of or relating to airmail stamps	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-01018570-n (aerophilately) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007519	oewn-03002795-a	a	aesthetic	relating to or dealing with the subject of aesthetics	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06170939-n (aesthetics) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007520	oewn-02952572-a	a	etiological	of or relating to the philosophical study of causation	dul:Quality	A2_pertainym_default = dul:Quality uniform	ontopic:Topic	pertainym referent oewn-06170764-n (etiology) has class ontopic:Topic	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007521	oewn-02952290-a	a	etiological	relating to the etiology of a disease	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Relation	pertainym referent oewn-07342208-n (etiology) has class dul:Relation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007522	oewn-02737657-a	a	afebrile	having no fever	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14388761-n (fever) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007523	oewn-02618025-a	a	affine	(mathematics) of or pertaining to the geometry of affine transformations	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Relation	pertainym referent oewn-13808177-n (affine transformation) has class dul:Relation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007524	oewn-02618169-a	a	affixal	of or pertaining to a linguistic affix	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Relation	pertainym referent oewn-06319039-n (affix) has class dul:Relation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007525	oewn-02618326-a	a	agential	of or relating to an agent or agency	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09796794-n (agent) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007526	oewn-02615100-a	a	agnostic	of or pertaining to an agnostic or agnosticism	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09798368-n (agnostic) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007527	oewn-02987014-a	a	agonadal	lacking gonads	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05532081-n (gonad) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007528	oewn-02618507-a	a	agonal	pertaining to or associated with agony (especially death agonies)	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	pertainym referent oewn-07510691-n (agony) has class http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007529	oewn-02618661-a	a	agonistic	of or relating to the athletic contests held in ancient Greece	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-00036418-n (agon) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007530	oewn-02618797-a	a	agranulocytic	relating to the blood disorder of agranulocytosis	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14095378-n (agranulocytosis) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007531	oewn-02618924-a	a	agraphic	relating to or having agraphia	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14119430-n (agraphia) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
