oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-02487489-v	dul:Action	propagated_from_hypernym	from oewn-01348685-v[tier1_derivation]	desegregate	desegregate|integrate|mix	open (a place) to members of all races and ethnic groups	oewn-01348685-v
oewn-02487728-v	dul:Process	propagated_from_hypernym	from oewn-02517971-v[propagated_from_hypernym]	segregate	segregate	separate by race or religion; practice a policy of racial segregation	oewn-02517971-v
oewn-02488014-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	murder	murder|slay|hit|dispatch|bump off|off|polish off|remove	kill intentionally and with premeditation	oewn-01326622-v
oewn-02488373-v	dul:Action	propagated_from_hypernym	from oewn-02488014-v[propagated_from_hypernym]	burke	burke	murder without leaving a trace on the body	oewn-02488014-v
oewn-02488478-v	dul:State	propagated_from_hypernym	from oewn-02409366-v[propagated_from_hypernym]	bench	bench	take out of a game; of players	oewn-02409366-v
oewn-02488589-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	assassinate	assassinate	murder; especially of socially prominent persons	oewn-01326622-v
oewn-02488856-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	execute	execute|put to death	kill as a means of socially sanctioned punishment	oewn-01326622-v,oewn-02505278-v
oewn-02489153-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	draw	draw|quarter|draw and quarter	pull (a person) apart with four horses tied to their extremities, so as to execute them	oewn-01326622-v
oewn-02489417-v	dul:Action	propagated_from_hypernym	from oewn-02505278-v[tier1_derivation]	pillory	pillory	punish by putting in a pillory	oewn-02505278-v
oewn-02489530-v	dul:Action	propagated_from_hypernym	from oewn-02144506-v[tier1_derivation]	pillory	pillory|gibbet	expose to ridicule or public scorn	oewn-02144506-v
oewn-02489638-v	dul:Action	tier1_derivation	deriv→oewn-01167827-n(marker='the act of')	crucify	crucify	kill by nailing onto a cross	oewn-02488856-v
oewn-02489797-v	dul:Action	propagated_from_hypernym	from oewn-02488014-v[propagated_from_hypernym]	execute	execute	murder in a planned fashion	oewn-02488014-v
oewn-02489986-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	lynch	lynch	kill without legal sanction	oewn-01326622-v
oewn-02490159-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	shoot	shoot|pip	kill by firing a missile	oewn-01326622-v
oewn-02490360-v	dul:Action	propagated_from_hypernym	from oewn-02490159-v[propagated_from_hypernym]	flight	flight	shoot a bird in flight	oewn-02490159-v
oewn-02490464-v	dul:Action	propagated_from_hypernym	from oewn-02490159-v[propagated_from_hypernym]	pick off	pick off	shoot one by one	oewn-02490159-v
oewn-02490546-v	dul:Action	propagated_from_hypernym	from oewn-01326622-v[tier1_derivation]	electrocute	electrocute|fry	kill by electrocution, as in the electric chair	oewn-01326622-v
oewn-02490724-v	dul:Action	propagated_from_hypernym	from oewn-01328218-v[tier1_derivation]	electrocute	electrocute	kill by electric shock	oewn-01328218-v
oewn-02490911-v	dul:Action	propagated_from_hypernym	from oewn-02488856-v[propagated_from_hypernym]	burn	burn	execute by tying to a stake and setting alight	oewn-02488856-v
oewn-02491069-v	dul:Action	propagated_from_hypernym	from oewn-02488856-v[propagated_from_hypernym]	hang	hang|string up	kill by hanging	oewn-02488856-v
oewn-02491249-v	dul:Action	propagated_from_hypernym	from oewn-02491069-v[propagated_from_hypernym]	halter	halter	hang with a halter	oewn-02491069-v
oewn-02491349-v	dul:Action	propagated_from_hypernym	from oewn-02491069-v[propagated_from_hypernym]	gibbet	gibbet	hang on an execution instrument	oewn-02491069-v
oewn-02491462-v	dul:Action	propagated_from_hypernym	from oewn-01846146-v[propagated_from_hypernym]	date	date	go on a date with	oewn-01846146-v
oewn-02491678-v	dul:Action	propagated_from_hypernym	from oewn-02491462-v[propagated_from_hypernym]	double-date	double-date	go out on a date with a partner and another couple	oewn-02491462-v
oewn-02491850-v	dul:Action	propagated_from_hypernym	from oewn-02595401-v[tier1_derivation]	go steady	go steady|go out|date|see	date regularly; have a steady relationship with	oewn-02595401-v
oewn-02492152-v	dul:State	propagated_from_hypernym	from oewn-02492581-v[propagated_from_hypernym]	pick up	pick up	meet someone for sexual purposes	oewn-02492581-v
oewn-02492311-v	dul:Action	propagated_from_hypernym	from oewn-00754770-v[propagated_from_hypernym]	ask out	ask out|ask|invite out|take out	make a date	oewn-00754770-v
oewn-02492471-v	dul:Action	tier1_derivation	deriv→oewn-00383282-n(marker='the act of')	reunite	reunite	have a reunion; unite again	oewn-02492581-v
oewn-02492581-v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	meet	meet|get together	get together socially or for a specific purpose	oewn-02372362-v
oewn-02492875-v	dul:State	propagated_from_hypernym	from oewn-02492581-v[propagated_from_hypernym]	rendezvous	rendezvous	meet at a rendezvous	oewn-02492581-v
oewn-02493017-v	dul:State	tier3_gloss_starts_be	gloss	stick together	stick together|stay together	be loyal to one another, especially in times of trouble	oewn-00117793-v
oewn-02493222-v	dul:Action	tier1_derivation	deriv→oewn-01235721-n(marker='the act of')	visit	visit|call in|call	pay a brief visit	oewn-02492581-v
oewn-02493550-v	dul:Action	propagated_from_hypernym	from oewn-01866904-v[propagated_from_hypernym]	call	call	make a stop in a harbour	oewn-01866904-v
oewn-02493705-v	dul:Action	propagated_from_hypernym	from oewn-01759660-v[propagated_from_hypernym]	pay	pay	render	oewn-01759660-v
oewn-02493817-v	dul:Action	propagated_from_hypernym	from oewn-02204104-v[tier1_derivation]	send in	send in	give one's name or calling card to a servant when making a formal visit	oewn-02204104-v
oewn-02493953-v	dul:Action	propagated_from_hypernym	from oewn-02493222-v[tier1_derivation]	see	see	go to see for professional or business reasons	oewn-02493222-v
oewn-02494137-v	dul:Action	propagated_from_hypernym	from oewn-02493222-v[tier1_derivation]	see	see	go to see for a social visit	oewn-02493222-v
oewn-02494290-v	dul:Action	propagated_from_hypernym	from oewn-02493222-v[tier1_derivation]	drop by	drop by|drop in|come by	visit informally and spontaneously	oewn-02493222-v
oewn-02494483-v	dul:Action	tier1_derivation	deriv→oewn-01039028-n(marker='the act of')|deriv→oewn-01039028-n(marker='the act of')	marry	marry|get married|wed|conjoin|hook up with|get hitched with|espouse	take in marriage; married	oewn-02475258-v
oewn-02494832-v	dul:Action	propagated_from_hypernym	from oewn-02494483-v[tier1_derivation]	inmarry	inmarry	marry within one's own tribe or group	oewn-02494483-v
oewn-02495012-v	dul:Action	propagated_from_hypernym	from oewn-02494483-v[tier1_derivation]	mismarry	mismarry	marry an unsuitable partner	oewn-02494483-v
oewn-02495105-v	dul:Action	tier1_derivation	deriv→oewn-01039028-n(marker='the act of')	marry	marry|wed|tie|splice	perform a marriage ceremony	oewn-02387229-v
oewn-02495397-v	dul:Action	propagated_from_hypernym	from oewn-02495105-v[tier1_derivation]	solemnize	solemnize|solemnise	perform (the wedding ceremony) with proper ceremonies	oewn-02495105-v
oewn-02495565-v	dul:Action	propagated_from_hypernym	from oewn-02494483-v[tier1_derivation]	wive	wive	marry a woman, take a wife	oewn-02494483-v
oewn-02495653-v	dul:Action	propagated_from_hypernym	from oewn-02494483-v[tier1_derivation]	wive	wive	take (someone) as a wife	oewn-02494483-v
oewn-02495739-v	dul:Action	propagated_from_hypernym	from oewn-02494483-v[tier1_derivation]	intermarry	intermarry	marry within the same ethnic, social, or family group	oewn-02494483-v
oewn-02495896-v	dul:Action	tier1_derivation	deriv→oewn-01251299-n(marker='the act of')	remarry	remarry	marry, not for the first time	oewn-02494483-v
oewn-02496079-v	dul:Action	tier1_derivation	deriv→oewn-00390418-n(marker='the act of')	pair	pair|pair off|partner off|couple	form a pair or pairs	oewn-02475258-v
oewn-02496283-v	dul:Action	propagated_from_hypernym	from oewn-02436167-v[propagated_from_hypernym]	divorce	divorce|split up	get a divorce; formally terminate a marriage	oewn-02436167-v
oewn-02496526-v	dul:State	propagated_from_hypernym	from oewn-02492581-v[propagated_from_hypernym]	celebrate	celebrate|fete	have a celebration	oewn-02492581-v
oewn-02496911-v	dul:State	propagated_from_hypernym	from oewn-02496526-v[propagated_from_hypernym]	jubilate	jubilate	celebrate a jubilee	oewn-02496526-v
oewn-02497032-v	dul:State	propagated_from_hypernym	from oewn-02496526-v[propagated_from_hypernym]	revel	revel|racket|make whoopee|make merry|make happy|whoop it up|jollify|wassail	celebrate noisily, often indulging in drinking; engage in uproarious festivities	oewn-02496526-v
oewn-02497500-v	dul:State	propagated_from_hypernym	from oewn-02496526-v[propagated_from_hypernym]	party	party	have or participate in a party	oewn-02496526-v
oewn-02497703-v	dul:State	propagated_from_hypernym	from oewn-02497500-v[propagated_from_hypernym]	rave	rave	participate in an all-night techno dance party	oewn-02497500-v
oewn-02497847-v	dul:Action	propagated_from_hypernym	from oewn-02394092-v[tier1_derivation]	entertain	entertain	provide entertainment for	oewn-02394092-v
oewn-02498011-v	dul:Action	propagated_from_hypernym	from oewn-02497847-v[propagated_from_hypernym]	amuse	amuse|divert|disport	occupy in an agreeable, entertaining or pleasant fashion	oewn-02497847-v
oewn-02498233-v	dul:Action	propagated_from_hypernym	from oewn-02498679-v[propagated_from_hypernym]	take in	take in	visit for entertainment	oewn-02498679-v
oewn-02498343-v	dul:Action	propagated_from_hypernym	from oewn-02714280-v[propagated_from_hypernym]	slum	slum	spend time at a lower socio-economic level than one's own, motivated by curiosity or desire for adventure; usage considered condescending and insensitive	oewn-02714280-v
oewn-02498679-v	dul:Action	propagated_from_hypernym	from oewn-01849171-v[propagated_from_hypernym]	visit	visit|see	go to see a place, as for entertainment	oewn-01849171-v
oewn-02498909-v	dul:State	propagated_from_hypernym	from oewn-02497032-v[propagated_from_hypernym]	carouse	carouse|roister|riot	engage in boisterous, drunken merrymaking	oewn-02497032-v
oewn-02499160-v	dul:State	propagated_from_hypernym	from oewn-02496526-v[propagated_from_hypernym]	receive	receive	have or give a reception	oewn-02496526-v
oewn-02499315-v	dul:Action	propagated_from_hypernym	from oewn-02486512-v[tier2_indirect]	ban	ban|censor	forbid the public distribution of (a movie or a newspaper)	oewn-02486512-v
oewn-02499525-v	dul:Action	propagated_from_hypernym	from oewn-02499315-v[propagated_from_hypernym]	embargo	embargo	ban the publication of (documents), as for security or copyright reasons	oewn-02499315-v
oewn-02499696-v	dul:Action	propagated_from_hypernym	from oewn-02484912-v[tier1_derivation]	free	free|release	make (information) available for publication	oewn-02484912-v
oewn-02499908-v	dul:Action	propagated_from_hypernym	from oewn-02426474-v[tier1_derivation]	bail out	bail out	free on bail	oewn-02426474-v
oewn-02500005-v	dul:State	tier1_derivation	deriv→oewn-14022691-n(marker='the state of')|deriv→oewn-00329153-n(marker='the act of')|deriv→oewn-14022691-n(marker='the state of')	imprison	imprison|incarcerate|lag|immure|put behind bars|jail|jug|gaol|put away|remand	lock up or confine, in or as in a jail	oewn-02500687-v
oewn-02500499-v	dul:Action	propagated_from_hypernym	from oewn-01121587-v[propagated_from_hypernym]	raid	raid|bust	search without warning, make a sudden surprise attack on	oewn-01121587-v
oewn-02500687-v	dul:Action	tier1_derivation	deriv→oewn-01149089-n(marker='the act of')	confine	confine|detain	deprive of freedom; take into confinement	oewn-02372362-v
oewn-02501036-v	dul:Action	propagated_from_hypernym	from oewn-02500687-v[tier1_derivation]	intern	intern	deprive of freedom	oewn-02500687-v
oewn-02501241-v	dul:Action	propagated_from_hypernym	from oewn-02500687-v[tier1_derivation]	bind over	bind over	order a defendant to be placed in custody pending the outcome of a proceedings against him or her	oewn-02500687-v
oewn-02501466-v	dul:State	tier1_derivation	deriv→oewn-14022691-n(marker='the state of')	imprison	imprison	confine as if in a prison	oewn-02500687-v
oewn-02501685-v	dul:Action	propagated_from_hypernym	from oewn-02500687-v[tier1_derivation]	cage	cage|cage in	confine in a cage	oewn-02500687-v
oewn-02501834-v	dul:Action	propagated_from_hypernym	from oewn-02500687-v[tier1_derivation]	trap	trap|pin down	place in a confining or embarrassing position	oewn-02500687-v
oewn-02502037-v	dul:Action	propagated_from_hypernym	from oewn-02500687-v[tier1_derivation]	keep in	keep in	cause to stay indoors	oewn-02500687-v
oewn-02502147-v	dul:Action	propagated_from_hypernym	from oewn-02502711-v[tier1_derivation]	manumit	manumit|emancipate	free from slavery or servitude	oewn-02502711-v
oewn-02502345-v	dul:Action	tier1_derivation	deriv→oewn-00090054-n(marker='the act of')	enslave	enslave	make a slave of; bring into servitude	oewn-02502465-v
oewn-02502465-v	dul:Action	tier1_derivation	deriv→oewn-00089847-n(marker='the act of')	subjugate	subjugate|subject	make subservient; force to submit or subdue	oewn-02545000-v
oewn-02502711-v	dul:Action	tier1_derivation	deriv→oewn-00096322-n(marker='the act of')	liberate	liberate|set free	grant freedom to	oewn-02427126-v
oewn-02503049-v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	emancipate	emancipate|liberate	give equal rights to; of women and minorities	oewn-00145958-v
oewn-02503235-v	dul:Action	propagated_from_hypernym	from oewn-00870255-v[propagated_from_hypernym]	appeal	appeal	take a court case to a higher court for review	oewn-00870255-v
oewn-02503473-v	dul:Action	propagated_from_hypernym	from oewn-00809824-v[propagated_from_hypernym]	appeal	appeal	challenge (a decision)	oewn-00809824-v
oewn-02503641-v	dul:Action	propagated_from_hypernym	from oewn-00755926-v[propagated_from_hypernym]	arraign	arraign	call before a court to answer an indictment	oewn-00755926-v
oewn-02503785-v	dul:Action	propagated_from_hypernym	from oewn-01002259-v[propagated_from_hypernym]	book	book	record a charge in a police register	oewn-01002259-v
oewn-02503969-v	dul:Action	tier1_derivation	deriv→oewn-01220817-n(marker='the act of')|deriv→oewn-01220817-n(marker='the act of')	reserve	reserve|hold|book	arrange for and reserve (something for someone else) in advance	oewn-00754770-v
oewn-02504365-v	dul:Action	propagated_from_hypernym	from oewn-02503785-v[propagated_from_hypernym]	ticket	ticket|fine	record a fine as a penalty in a police record	oewn-02503785-v
oewn-02504636-v	dul:Action	propagated_from_hypernym	from oewn-02504365-v[propagated_from_hypernym]	amerce	amerce	punish by a fine imposed arbitrarily by the discretion of the court	oewn-02504365-v
oewn-02504821-v	dul:Action	propagated_from_hypernym	from oewn-02506927-v[propagated_from_hypernym]	court-martial	court-martial	subject to trial by court-martial	oewn-02506927-v
oewn-02504961-v	dul:Action	tier1_derivation	deriv→oewn-00208610-n(marker='the act of')|deriv→oewn-00208610-n(marker='the act of')|deriv→oewn-00208610-n(marker='the act of')	expatriate	expatriate|deport|exile	expel from a country	oewn-02507387-v
