oewn_id	pos	dulplus_class	rule	rationale	primary_lemma	all_lemmas	gloss	pertainym_lemmas
oewn-02154802-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	guitar-shaped	guitar-shaped	shaped in the form of a guitar	
oewn-02154892-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	hammer-shaped	hammer-shaped	shaped in the form of a hammer	
oewn-02154982-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	harp-shaped	harp-shaped	shaped in the form of a harp	
oewn-02155068-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	hook-shaped	hook-shaped	shaped in the form of a hook	
oewn-02155154-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	horn-shaped	horn-shaped	shaped in the form of a horn	
oewn-02155240-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	hourglass-shaped	hourglass-shaped	shaped in the form of an hourglass	
oewn-02155337-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	H-shaped	H-shaped	shaped in the form of the letter H	
oewn-02155426-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	keel-shaped	keel-shaped	shaped in the form of the keel of a boat	
oewn-02155524-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	lance-shaped	lance-shaped	shaped like a lance	
oewn-02155602-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	lancet-shaped	lancet-shaped	shaped in the form of a lancet	
oewn-02155692-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	lip-shaped	lip-shaped	shaped in the form of a lip	
oewn-02155776-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	L-shaped	L-shaped	shaped in the form of the letter L	
oewn-02155865-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	lyre-shaped	lyre-shaped	shaped like a lyre	
oewn-02155941-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	navicular	navicular|scaphoid	shaped like a boat	
oewn-02156063-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	nutmeg-shaped	nutmeg-shaped	shaped like a nutmeg	
oewn-02156143-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	oven-shaped	oven-shaped	shaped like an oven	
oewn-02156220-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	paddle-shaped	paddle-shaped	shaped in the form of a paddle	
oewn-02156332-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	perfected	perfected	(of plans, ideas, etc.) perfectly formed	
oewn-02156485-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	phylliform	phylliform	having the shape of a leaf	
oewn-02156568-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	pitcher-shaped	pitcher-shaped	shaped in the form of a pitcher	
oewn-02156660-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	precast	precast	of structural members especially of concrete; cast into form before being transported to the site of installation	
oewn-02156827-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	ribbon-shaped	ribbon-shaped	shaped in the form of a ribbon	
oewn-02156917-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	rudder-like	rudder-like	formed like and serving like a rudder	
oewn-02157012-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	saddle-shaped	saddle-shaped	shaped in the form of a horse's saddle	
oewn-02157110-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	slipper-shaped	slipper-shaped	shaped in the form of a slipper	
oewn-02157202-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	shaped	shaped|molded|wrought	shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort)	
oewn-02157444-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	spade-shaped	spade-shaped|spade-like	shaped in the form of a spade	
oewn-02157545-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	spider-shaped	spider-shaped	shaped in the form of a spider	
oewn-02157635-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	spoon-shaped	spoon-shaped	shaped in the form of a spoon	
oewn-02157723-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	s-shaped	s-shaped	shaped in the form of the letter S	
oewn-02157812-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	stirrup-shaped	stirrup-shaped	shaped in the form of a stirrup	
oewn-02157904-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	tassel-shaped	tassel-shaped	shaped like a tassel	
oewn-02157984-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	T-shaped	T-shaped	shaped in the form of the letter T	
oewn-02158073-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	tadpole-shaped	tadpole-shaped	shaped in the form of a tadpole	
oewn-02158165-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	thimble-shaped	thimble-shaped	shaped in the form of a thimble	
oewn-02158257-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	trumpet-shaped	trumpet-shaped	shaped in the form of a trumpet	
oewn-02158375-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	turnip-shaped	turnip-shaped	shaped in the form of a turnip	
oewn-02158465-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	umbrella-shaped	umbrella-shaped	shaped in the form of an umbrella	
oewn-02158560-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	U-shaped	U-shaped	shaped in the form of the letter U	
oewn-02158649-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	vase-shaped	vase-shaped	shaped in the form of a vase	
oewn-02158735-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	vermiform	vermiform|worm-shaped	resembling a worm; long and thin and cylindrical	
oewn-02158853-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	v-shaped	v-shaped	shaped in the form of the letter V	
oewn-02158942-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	W-shaped	W-shaped	shaped in the form of the letter W	
oewn-02159031-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	Y-shaped	Y-shaped	shaped in the form of the letter Y	
oewn-02159120-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	unformed	unformed	not having form or shape	
oewn-02159252-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02159120-a	amorphous	amorphous|formless|shapeless	having no definite form or distinct shape	
oewn-02159493-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02159120-a	unshaped	unshaped|unshapen	incompletely or imperfectly shaped	
oewn-02159631-a	a	dul:Quality	A5_adj_head_default	adj.all head default	shared	shared	have in common; held or experienced in common	
oewn-02159888-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02159631-a	common	common|mutual	common to or shared by two or more parties	
oewn-02160131-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02159631-a	joint	joint	affecting or involving two or more	
oewn-02160263-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unshared	unshared	not shared	
oewn-02160400-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02160263-a	exclusive	exclusive|sole	not divided or shared with others	
oewn-02160589-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02160263-a	individual	individual|single	characteristic of or meant for a single person or thing	
oewn-02160774-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02160263-a	undivided	undivided	not shared by or among others	
oewn-02160887-a	a	dul:Quality	A5_adj_head_default	adj.all head default	shaven	shaven|shaved	having the beard or hair cut off close to the skin	
oewn-02161035-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02160887-a	beardless	beardless|whiskerless	having no beard	
oewn-02161120-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02160887-a	clean-shaven	clean-shaven|smooth-shaven|well-shaven	closely shaved recently	
oewn-02161232-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unshaven	unshaven|unshaved	not shaved	
oewn-02161380-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02161232-a	bearded	bearded|barbate|bewhiskered|whiskered|whiskery	having hair on the cheeks and chin	
oewn-02161533-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02161232-a	bestubbled	bestubbled|stubbled|stubbly	having a short growth of beard	
oewn-02161662-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02161232-a	goateed	goateed	having a small pointed chin beard	
oewn-02161749-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02161232-a	mustachioed	mustachioed|mustached	having a moustache	
oewn-02161837-a	a	dul:Quality	A5_adj_head_default	adj.all head default	sheared	sheared|shorn	having the hair or wool cut or clipped off as if with shears or clippers	
oewn-02162050-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unsheared	unsheared|unshorn	not sheared	
oewn-02162171-a	a	dul:Quality	A5_adj_head_default	adj.all head default	sheathed	sheathed	enclosed in a protective covering; sometimes used in combination	
oewn-02162469-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02162171-a	cased	cased|encased|incased	covered or protected with or as if with a case	
oewn-02162648-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02162171-a	clad	clad	having an outer covering especially of thin metal	
oewn-02162776-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02162171-a	ironclad	ironclad	sheathed in iron plates for protection	
oewn-02162869-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02162171-a	podlike	podlike	resembling a pod	
oewn-02162939-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unsheathed	unsheathed|bare	not having a protective covering	
oewn-02163090-a	a	dul:Quality	A5_adj_head_default	adj.all head default	shockable	shockable|narrow-minded	capable of being shocked	
oewn-02163186-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unshockable	unshockable|broad-minded	incapable of being shocked	
oewn-02163351-a	a	dul:Quality	A5_adj_head_default	adj.all head default	shod	shod|shodden|shoed	wearing footgear	
oewn-02163526-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163351-a	booted	booted	wearing boots	
oewn-02163592-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163351-a	ironshod	ironshod	shod or cased with iron	
oewn-02163708-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163351-a	roughshod	roughshod	(of a horse) having horseshoes with projecting nails to prevent slipping	
oewn-02163836-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163351-a	sandaled	sandaled|sandalled	shod with sandals	
oewn-02163920-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163351-a	slippered	slippered	shod with slippers	
oewn-02163994-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unshod	unshod|unshoed	not shod	
oewn-02164101-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163994-a	barefoot	barefoot|barefooted|shoeless	without shoes	
oewn-02164237-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02163994-a	stockinged	stockinged	wearing stockings	
oewn-02164349-a	a	dul:Quality	A5_adj_head_default	adj.all head default	calced	calced|shod	used of certain religious orders who wear shoes	
oewn-02164456-a	a	dul:Quality	A5_adj_head_default	adj.all head default	discalced	discalced|discalceate|unshod	(used of certain religious orders) barefoot or wearing only sandals	
oewn-02164641-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nearsighted	nearsighted|shortsighted|myopic	unable to see distant objects clearly	
oewn-02164814-a	a	dul:Quality	A5_adj_head_default	adj.all head default	farsighted	farsighted|presbyopic	able to see distant objects clearly	
oewn-02165009-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02164814-a	eagle-eyed	eagle-eyed|keen-sighted|farseeing|longsighted	capable of seeing to a great distance	
oewn-02165162-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02164814-a	hyperopic	hyperopic|hypermetropic	abnormal ability to focus of distant objects	
oewn-02165351-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02164814-a	telescopic	telescopic	capable of discerning distant objects	
oewn-02165504-a	a	dul:Quality	A5_adj_head_default	adj.all head default	shrinkable	shrinkable	capable of being shrunk	
oewn-02165607-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unshrinkable	unshrinkable	incapable of being shrunk or diminished or reduced	
oewn-02165716-a	a	dul:Quality	A5_adj_head_default	adj.all head default	sighted	sighted	able to see	
oewn-02165853-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02165716-a	argus-eyed	argus-eyed|hawk-eyed|keen-sighted|lynx-eyed|quick-sighted|sharp-eyed|sharp-sighted	having very keen vision	
oewn-02166061-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02165716-a	clear-sighted	clear-sighted	having sharp clear vision	
oewn-02166146-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02165716-a	seeing	seeing	having vision, not blind	
oewn-02166241-a	a	dul:Quality	A5_adj_head_default	adj.all head default	blind	blind|unsighted	unable to see	
oewn-02166708-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02166241-a	blinded	blinded	deprived of sight	
